,id,sentence,research-problem,approach,model,code,dataset,experimental-setup,hyperparameters,baselines,results,tasks,experiments,ablation-analysis
5084,5084,"However , this storage needs to be adapted to the QA task in two aspects .
",0,0,0,0,0,0,0,0,0,0,0,0
5085,5085,"First , in order to answer list questions , which expect more than one answer , we redefine a fact as being a triple containing a subject , a relationship , and the set of all objects linked to the subject by the relationship .
",0,0,0,0,0,0,0,0,0,0,0,0
5086,5086,"This grouping process transforms atomic facts into grouped facts , which we simply refer to as facts in the following .
",0,0,0,0,0,0,0,0,0,0,0,0
5087,5087,"shows the impact of this grouping : on FB2M , this decreases the number of facts from 14 M to 11 M and , on FB5 M , from 22 M to 12M .
",0,0,0,0,0,0,0,0,0,0,0,0
5088,5088,"Second , the underlying structure of Freebase is a hypergraph , in which more than two entities can be linked .
",0,0,0,0,0,0,0,0,0,0,0,0
5089,5089,"For instance dates can be linked together with two entities to specify the time period over which the link was valid .
",0,0,0,0,0,0,0,0,0,0,0,0
5090,5090,"The underlying triple storage involves mediator nodes for each such fact , effectively making entities linked through paths of length 2 , instead of 1 .
",0,0,0,0,0,0,0,0,0,0,0,0
5091,5091,"To obtain direct links between entities in such cases , we created a single fact for these facts by removing the intermediate node and using the second relationship as the relationship for the new condensed fact .
",0,0,0,0,0,0,0,0,0,0,0,0
5092,5092,"This step reduces the need for searching the answer outside the immediate neighborhood of the subject referred to in the question , widely increasing the scope of the simple QA task on Freebase .
",0,0,0,0,0,0,0,0,0,0,0,0
5093,5093,"On WebQuestions , a benchmark not primarily designed for simple QA , removing mediator nodes allows to jump from around 65 % to 86 % of questions that can be answered with a single fact .
",0,0,0,0,0,0,0,0,0,0,0,0
5094,5094,"Preprocessing Freebase facts
",0,0,0,0,0,0,0,0,0,0,0,0
5095,5095,"A fact with k objects y = ( s , r , {o 1 , ... , o k } ) is represented by a bag - of - symbol vector f ( y ) in RN S , where NS is the number of entities and relationships .
",0,0,0,0,0,0,0,0,0,0,0,0
5096,5096,"Each dimension off ( y ) corresponds to a relationship or an entity ( independent of whether it appears as subject or object ) .
",0,0,0,0,0,0,0,0,0,0,0,0
5097,5097,"The entries of the subject and of the relationship have value 1 , and the entries of the objects are set to 1 / k .
",0,0,0,0,0,0,0,0,0,0,0,0
5098,5098,"All other entries are 0 .
",0,0,0,0,0,0,0,0,0,0,0,0
5099,5099,"Preprocessing questions
",0,0,0,0,0,0,0,0,0,0,0,0
5100,5100,"A question q is mapped to a bag - of - ngrams representation g ( q ) of dimension RN V where NV is the size of the vocabulary .
",0,0,0,0,0,0,0,0,0,0,0,0
5101,5101,"The vocabulary contains all individual words that appear in the questions of our datasets , together with the aliases of Freebase entities , each alias being a single n-gram .
",0,0,0,0,0,0,0,0,0,0,0,0
5102,5102,"The entries of g ( q ) that correspond to words and n-grams of q are equal to 1 , all other ones are set to 0 .
",0,0,0,0,0,0,0,0,0,0,0,0
5103,5103,"Preprocessing Reverb facts
",0,0,0,0,0,0,0,0,0,0,0,0
5104,5104,"In our experiments with Reverb , each fact y = ( s , r , o) is represented as a vector h ( y ) ?
",0,0,0,0,0,0,0,0,0,0,0,0
5105,5105,"RN S +N V .
",0,0,0,0,0,0,0,0,0,0,0,0
5106,5106,"This vector is a bagof - symbol for the subject sand the object o , and a bag - of - words for the relationship r.
",0,0,0,0,0,0,0,0,0,0,0,0
5107,5107,"The exact composition of h is provided by the Generalization module , which we describe now .
",0,0,0,0,0,0,0,0,0,0,0,0
5108,5108,"Generalization module
",0,0,0,0,0,0,0,0,0,0,0,0
5109,5109,"This module is responsible for adding new elements to the memory .
",0,0,0,0,0,0,0,0,0,0,0,0
5110,5110,"In our case , the memory has a multigraph structure where each node is a Freebase entity and labeled arcs in the multigraph are Freebase relationships : after their preprocessing , all Freebase facts are stored using this structure .
",0,0,0,0,0,0,0,0,0,0,0,0
5111,5111,"We also consider the case where new facts , with a different structure ( i.e. new kinds of relationship ) , are provided to the MemNNs by using Reverb .
",0,0,0,0,0,0,0,0,0,0,0,0
5112,5112,"In this case , the generalization module is then used to connect Reverb facts to the Freebase - based memory structure , in order to make them usable and searchable by the MemNN .
",0,0,0,0,0,0,0,0,0,0,0,0
5113,5113,"To link the subject and the object of a Reverb fact to Freebase entities , we use precomputed entity links .
",0,0,0,0,0,0,0,0,0,0,0,0
5114,5114,"If such links do not give any result for an entity , we search for Freebase entities with at least one alias that matches the Reverb entity string .
",0,0,0,0,0,0,0,0,0,0,0,0
5115,5115,"These two processes allowed to match 17 % of Reverb entities to Freebase ones .
",0,0,0,0,0,0,0,0,0,0,0,0
5116,5116,"The remainder of entities were encoded using bag - of - words representation of their strings , since we had no other way of matching them to Freebase entities .
",0,0,0,0,0,0,0,0,0,0,0,0
5117,5117,"All Reverb relationships were encoded using bag - of - words of their strings .
",0,0,0,0,0,0,0,0,0,0,0,0
5118,5118,"Using this approximate process , we are able to store each Reverb fact as a bag - of - symbols ( words or Freebase entities ) all already seen by the MemNN during its training phase based on Freebase .
",0,0,0,0,0,0,0,0,0,0,0,0
5119,5119,"We can then hope that what had been learned there could also be successfully used to query Reverb facts .
",0,0,0,0,0,0,0,0,0,0,0,0
5120,5120,"Output module
",0,0,0,0,0,0,0,0,0,0,0,0
5121,5121,"The output module performs the memory lookups given the input to return the supporting facts destined to eventually provide the answer given a question .
",0,0,0,0,0,0,0,0,0,0,0,0
5122,5122,"In our case of simple QA , this module only returns a single supporting fact .
",0,0,0,0,0,0,0,0,0,0,0,0
5123,5123,"To avoid scoring all the stored facts , we first perform an approximate entity linking step to generate a small set of candidate facts .
",0,0,0,0,0,0,0,0,0,0,0,0
5124,5124,"The supporting fact is the candidate fact that is most similar to the question according to an embedding model .
",0,0,0,0,0,0,0,0,0,0,0,0
5125,5125,"Candidate generation
",0,0,0,0,0,0,0,0,0,0,0,0
5126,5126,"To generate candidate facts , we match n-grams of words of the question to aliases of Freebase entities and select a few matching entities .
",0,0,0,0,0,0,0,0,0,0,0,0
5127,5127,"All facts having one of these entities as subject are scored in a second step .
",0,0,0,0,0,0,0,0,0,0,0,0
5128,5128,"We first generate all possible n-grams from the question , removing those that contain an interrogative pronoun or 1 - grams that belong to a list of stopwords .
",0,0,0,0,0,0,0,0,0,0,0,0
5129,5129,"We only keep the n-grams which are an alias of an entity , and then discard all n-grams that area subsequence of another n-gram , except if the longer n-gram only differs by in , of , for or the at the beginning .
",0,0,0,0,0,0,0,0,0,0,0,0
5130,5130,"We finally keep the two entities with the most links in Freebase retrieved for each of the five longest matched n-grams .
",0,0,0,0,0,0,0,0,0,0,0,0
5131,5131,"Scoring Scoring is performed using an embedding model .
",0,0,0,0,0,0,0,0,0,0,0,0
5132,5132,"Given two embedding matrices WV ?
",0,0,0,0,0,0,0,0,0,0,0,0
5133,5133,"R dN V and W S ?
",0,0,0,0,0,0,0,0,0,0,0,0
5134,5134,"R dN S , which respectively contain , in columns , the d-dimensional embeddings of the words / n - grams of the vocabulary and the embeddings of the Freebase entities and relationships , the similarity between question q and a Freebase candidate fact y is computed as :
",0,0,0,0,0,0,0,0,0,0,0,0
5135,5135,"with cos ( ) the cosine similarity .
",0,0,0,0,0,0,0,0,0,0,0,0
5136,5136,"When scoring a fact y from Reverb , we use the same embeddings and build the matrix WV S ? R d( N V +N S ) , which contains the concatenation in columns of WV and W S , and also compute the cosine similarity :
",0,0,0,0,0,0,0,0,0,0,0,0
5137,5137,"S RV B ( q , y ) = cos ( W V g ( q ) , WV S h ( y ) ) .
",0,0,0,0,0,0,0,0,0,0,0,0
5138,5138,"The dimension dis a hyperparameter , and the embedding matrices WV and W S are the parameters learned with the training algorithm of Section 4 .
",0,0,0,0,0,0,0,0,0,0,0,0
5139,5139,"Response module
",0,0,0,0,0,0,0,0,0,0,0,0
5140,5140,"In Memory Networks , the Response module postprocesses the result of the Output module to compute the intended answer .
",0,0,0,0,0,0,0,0,0,0,0,0
5141,5141,"In our case , it returns the set of objects of the selected supporting fact .
",0,0,0,0,0,0,0,0,0,0,0,0
5142,5142,"Training
",0,0,0,0,0,0,0,0,0,0,0,0
5143,5143,"This section details how we trained the scoring function of the Output module using a multitask training process on four different sources of data .
",0,0,0,0,0,0,0,0,0,0,0,0
5144,5144,"First , in addition to the new SimpleQuestions dataset described in Section 2 , we also used We-bQuestions , a benchmark for QA introduced in : questions are labeled with answer strings from aliases of Freebase entities , and many questions expect multiple answers .
",0,0,0,0,0,0,0,0,0,0,0,0
5145,5145,"Table 3 details the statistics of both datasets .
",0,0,0,0,0,0,0,0,0,0,0,0
5146,5146,"We also train on automatic questions generated from the KB , that is FB2M or FB5M depending on the setting , which are essential to learn embeddings for the entities not appearing in either WebQuestions or SimpleQuestions .
",0,0,0,0,0,0,0,0,0,0,0,0
5147,5147,"Statistics of FB2M or FB5M are given in ; we generated one training question per fact following the same process as that used in .
",0,0,0,0,0,0,0,0,0,0,0,0
5148,5148,"Following previous work such as , we also use the indirect supervision signal of pairs of question paraphrases .
",0,0,0,0,0,0,0,0,0,0,0,0
5149,5149,"We used a subset of the large set of paraphrases extracted from WIKIANSWERS and introduced in .
",0,0,0,0,0,0,0,0,0,0,0,0
5150,5150,"Our Paraphrases dataset is made of 15M clusters containing 2 or more paraphrases each .
",0,0,0,0,0,0,0,0,0,0,0,0
5151,5151,"Multitask training
",0,0,0,0,0,0,0,0,0,0,0,0
5152,5152,"As in previous work on embedding models and Memory Networks , the embeddings are trained with a ranking criterion .
",0,0,0,0,0,0,0,0,0,0,0,0
5153,5153,"For QA datasets the goal is that in the embedding space , a supporting fact is more similar to the question than any other non-supporting fact .
",0,0,0,0,0,0,0,0,0,0,0,0
5154,5154,"For the paraphrase dataset , a question should be more similar to one of its paraphrases than to any another question .
",0,0,0,0,0,0,0,0,0,0,0,0
5155,5155,"The multitask learning of the embedding matrices WV and W S is performed by alternating stochastic gradient descent ( SGD ) steps over the loss function on the different datasets .
",0,0,0,0,0,0,0,0,0,0,0,0
5156,5156,"For the QA datasets , given a question / supporting fact pair ( q , y) and a non-supporting fact y ? , we perform a step to minimize the loss function ? QA ( q , y , y ? ) = ? ? S QA ( q , y ) + S QA ( q , y ? ) + , where [. ] + is the positive part and ?
",0,0,0,0,0,0,0,0,0,0,0,0
5157,5157,"is a margin hyperparameter .
",0,0,0,0,0,0,0,0,0,0,0,0
5158,5158,"For the paraphrase dataset , the similarity score between two questions q and q ?
",0,0,0,0,0,0,0,0,0,0,0,0
5159,5159,"is also the cosine between their embeddings , i.e. S QQ ( q , q ? ) = cos ( W V g ( q ) , WV g ( q ? ) ) , and given a paraphrase pair ( q , q ? ) and another question q ??
",0,0,0,0,0,0,0,0,0,0,0,0
5160,5160,", the loss is :
",0,0,0,0,0,0,0,0,0,0,0,0
5161,5161,"The embeddings ( i.e. the columns of WV and W S ) are projected onto the L 2 unit ball after each update .
",0,0,0,0,0,0,0,0,0,0,0,0
5162,5162,"At each time step , a sample from the paraphrase dataset is drawn with probability 0.2 ( this probability is arbitrary ) .
",0,0,0,0,0,0,0,0,0,0,0,0
5163,5163,"Otherwise , a sample from one of the three QA datasets , chosen uniformly at random , is taken .
",0,0,0,0,0,0,0,0,0,0,0,0
5164,5164,"We use the WARP loss
",0,0,0,0,0,0,0,0,0,0,0,0
5165,5165,"Distant supervision
",0,0,0,0,0,0,0,0,0,0,0,0
5166,5166,"Unlike for SimpleQuestions or the synthetic QA data generated from Freebase , for WebQuestions only answer strings are provided for questions : the supporting facts are unknown .
",0,0,0,0,0,0,0,0,0,0,0,0
5167,5167,"In order to generate the supervision , we use the candidate fact generation algorithm of Section 3.3 .
",0,0,0,0,0,0,0,0,0,0,0,0
5168,5168,"For each candidate fact , the aliases of its objects are compared to the set of provided answer strings .
",0,0,0,0,0,0,0,0,0,0,0,0
5169,5169,"The fact ( s ) which can generate the maximum number of answer strings from their objects ' aliases are then kept .
",0,0,0,0,0,0,0,0,0,0,0,0
5170,5170,"If multiple facts are obtained for the same question , the ones with the minimal number of objects are considered as supervision facts .
",0,0,0,0,0,0,0,0,0,0,0,0
5171,5171,"This last selection avoids favoring irrelevant relationships that would be kept only because they point to many objects but would not be specific enough .
",0,0,0,0,0,0,0,0,0,0,0,0
5172,5172,"If no answer string could be found from the objects of the initial candidates , the question is discarded from the training set .
",0,0,0,0,0,0,0,0,0,0,0,0
5173,5173,"Future work should investigate the process of weak supervised training of MemNNs recently introduced in that allows to train them without any supervision coming from the supporting facts . :
",0,0,0,0,0,0,0,0,0,0,0,0
5174,5174,"Training and evaluation datasets .
",0,0,0,0,0,0,0,0,0,0,0,0
5175,5175,"Questions automatically generated from the KB and paraphrases can also be used in training .
",0,0,0,0,0,0,0,0,0,0,0,0
5176,5176,"WebQuestions SimpleQuestions
",0,0,0,0,0,0,0,0,0,0,0,0
5177,5177,"Reverb
",0,0,0,0,0,0,0,0,0,0,0,0
5178,5178,"Generating negative examples
",0,0,0,0,0,0,0,0,0,0,0,0
5179,5179,"As in , learning is performed with gradient descent , so that negative examples ( non - supporting facts or non-paraphrases ) are generated according to a randomized policy during training .
",0,0,0,0,0,0,0,0,0,0,0,0
5180,5180,"For paraphrases , given a pair ( q , q ? ) , a nonparaphrase pair is generated as ( q , q ?? )
",0,0,0,0,0,0,0,0,0,0,0,0
5181,5181,"where q ??
",0,0,0,0,0,0,0,0,0,0,0,0
5182,5182,"is a random question of the dataset , not belonging to the cluser of q .
",0,0,0,0,0,0,0,0,0,0,0,0
5183,5183,"For question / supporting fact pairs , we use two policies .
",0,0,0,0,0,0,0,0,0,0,0,0
5184,5184,"The default policy to obtain a non-supporting fact is to corrupt the answer fact by exchanging it s subject , its relationship or its object ( s ) with that of another fact chosen uniformly at random from the KB .
",0,0,0,0,0,0,0,0,0,0,0,0
5185,5185,"In this policy , the element of the fact to corrupt is chosen randomly , with a small probability ( 0.3 ) of corrupting more than one element of the answer fact .
",0,0,0,0,0,0,0,0,0,0,0,0
5186,5186,"The second policy we propose , called candidates as negatives , is to take as non-supporting fact a randomly chosen fact from the set of candidate facts .
",0,0,0,0,0,0,0,0,0,0,0,0
5187,5187,"While the first policy is standard in learning embeddings , the second one is more original , and , as we see in the experiments , gives slightly better performance .
",0,0,0,0,0,0,0,0,0,0,0,0
5188,5188,"Related Work
",0,0,0,0,0,0,0,0,0,0,0,0
5189,5189,"The first approaches to open - domain QA were search engine - based systems , where keywords extracted from the question are sent to a search engine , and the answer is extracted from the top results .
",0,0,0,0,0,0,0,0,0,0,0,0
5190,5190,"This method has been adapted to KB - based QA , and obtained competitive results with respect to semantic parsing and embedding - based approaches .
",0,0,0,0,0,0,0,0,0,0,0,0
5191,5191,"Semantic parsing approaches perform a functional parse of the sentence that can be interpreted as a KB query .
",0,0,0,0,0,0,0,0,0,0,0,0
5192,5192,"Even though these approaches are difficult to train at scale because of the complexity of their inference , their advantage is to provide a deep interpretation of the question .
",0,0,0,0,0,0,0,0,0,0,0,0
5193,5193,"Some of these approaches require little to no question - answer pairs , relying on simple rules to tranform the semantic interpretation to a KB query .
",0,0,0,0,0,0,0,0,0,0,0,0
5194,5194,"Like our work , embedding - based methods for QA can be seen as simple MemNNs .
",0,0,0,0,0,0,0,0,0,0,0,0
5195,5195,"The algorithms of use an approach similar to ours but are based on Reverb rather than Freebase , and relied purely on bag - of - word for both questions and facts .
",0,0,0,0,0,0,0,0,0,0,0,0
5196,5196,"The approach of ( Yang et al. , 2014 ) uses a different representation of questions , in which recognized entities are replaced by an entity token , and a different training data using entity mentions from WIKIPEDIA .
",0,0,0,0,0,0,0,0,0,0,0,0
5197,5197,"Our model is closest to the one presented in , which is discussed in more details in the experiments .
",0,0,0,0,0,0,0,0,0,0,0,0
5198,5198,"Experiments
",0,0,0,0,0,0,0,0,0,0,0,0
5199,5199,"This section provides an extensive evaluation of our MemNNs implementation against state - of the - art QA methods as well as an empirical study of the impact of using multiple training sources on the prediction performance .
",0,0,0,0,0,0,0,0,0,0,0,0
5200,5200,"details the dimensions of the test sets of WebQuestions , SimpleQuestions and Reverb which we used for evaluation .
",0,0,0,0,0,0,0,0,0,0,0,0
5201,5201,"Evaluation and baselines
",0,0,0,0,0,0,0,0,0,0,0,0
5202,5202,"On WebQuestions , we evaluate against previous results on this benchmark in terms of F1 - score as defined in , which is the average , overall test questions , of the F1 - score of the sets of predicted answers .
",0,0,0,0,0,0,0,0,0,0,0,0
5203,5203,"Since no previous result was published on SimpleQuestions , we only compare different versions of MemNNs .
",0,0,0,0,0,0,0,0,0,0,0,0
5204,5204,"SimpleQuestions questions are labeled with their entire Freebase fact , so we evaluate in terms of path - level accuracy , in which a prediction is correct if the subject and the relationship were correctly retrieved by the system .
",0,0,0,0,0,0,0,0,0,0,0,0
5205,5205,"The Reverb test set , based on the KB of the same name and introduced in is used for evaluation only .
",0,0,0,0,0,0,0,0,0,0,0,0
5206,5206,"It contains 691 questions .
",0,0,0,0,0,0,0,0,0,0,0,0
5207,5207,"We consider the task of re-ranking a small set of candidate answers , which are Reverb facts and are labeled as corrector incorrect .
",0,0,0,0,0,0,0,0,0,0,0,0
5208,5208,"We compare our approach to the original system , to and to the original MemNNs , in terms of accuracy , which is the percentage of questions for which the top - ranked candidate fact is correct .
",0,0,0,0,0,0,0,0,0,0,0,0
5209,5209,"Experimental setup
",0,0,0,0,0,0,0,0,0,0,0,0
5210,5210,"All models were trained with at least the dataset made of synthetic questions created from the KB .
",0,0,0,0,0,0,0,0,0,0,0,0
5211,5211,"The hyperparameters were chosen to maximize the F1-score on WebQuestions validation set , independently of the testing dataset .
",0,0,0,0,0,0,0,0,0,0,0,0
5212,5212,"The embedding dimension and the learning rate were chosen among { 64 , 128 , 256 } and { 1 , 0.1 , ... , 1.0e ? 4 } respectively , and the margin ?
",0,0,0,0,0,0,1,0,0,0,0,0
5213,5213,"was set to 0.1 .
",0,0,0,0,0,0,1,0,0,0,0,0
5214,5214,"For each configuration of hyperparameters , the F1score on the validation set was computed regularly during learning to perform early stopping .
",0,0,0,0,0,0,0,0,0,0,0,0
5215,5215,"We tested additional configurations for our algorithm .
",0,0,0,0,0,0,0,0,0,0,0,0
5216,5216,"First , in the Candidates as Negatives setting ( negative facts are sampled from the candidate set , see Section 4 ) , abbreviated CANDS AS NEGS , the experimental protocol is the same as in the default setting but the embeddings are initialized with the best configuration of the default setup .
",0,0,0,0,0,0,0,0,0,0,0,0
5217,5217,"Second , our model shares some similarities with an approach studied in , in which the authors noticed important gains using a subgraph representation of answers .
",0,0,0,0,0,0,0,0,0,0,0,0
5218,5218,"For completeness , we also added such a subgraph representation of objects .
",0,0,0,0,0,0,0,0,0,0,0,0
5219,5219,"In that setting , called Subgraph , each object o of a fact is itself represented as a bag - of - entities that encodes the immediate neighborhood of o .
",0,0,0,0,0,0,0,0,0,0,0,0
5220,5220,"This Subgraph model is trained similarly as our main approach and only the results of a post -hoc ensemble combination of the two models ( where the scores are added ) are presented .
",0,0,0,0,0,0,0,0,0,0,0,0
5221,5221,"We also report the results obtained by an ensemble of the 5 best models on validation ( subgraph excepted ) ; this is denoted 5 models .
",0,0,0,0,0,0,0,0,0,0,0,0
5222,5222,"Results
",0,0,0,0,0,0,0,0,0,0,0,0
5223,5223,"Comparative results
",0,0,0,0,0,0,0,0,0,0,0,0
5224,5224,"The results of the comparative experiments are given in .
",0,0,0,0,0,0,0,0,0,0,0,0
5225,5225,"On the main benchmark WebQuestions , our best results use all data sources , the bigger extract from Freebase and the CANDS AS NEGS setting .
",0,0,0,0,0,0,0,0,1,0,0,0
5226,5226,"The two ensembles achieve excellent results , with F1 -
",0,0,0,0,0,0,0,0,0,0,0,0
5227,5227,"WebQuestions SimpleQuestions
",0,0,0,0,0,0,0,0,0,0,0,0
5228,5228,"Reverb F1-SCORE ( % ) ACCURACY ( % ) ACCURACY ( % ) BASELINES Random guess 1.9 4.9 35 31.3 n / a n / a n / a n / a 54 29.7 n / a 73 ) - using path 35.3 n/ a n / a ) - using path + subgraph 39.2 n / a n / a 39.9 n/ a n/ a 41.3 n/ a n / a of SimpleQuestions questions .
",0,0,0,0,0,0,0,0,0,0,0,0
5229,5229,"This shows that MemNNs are effective at re-ranking the candidates , but also that simple QA is still not solved .
",0,0,0,0,0,0,0,0,0,0,0,0
5230,5230,"Our approach bares similarity to ) - using path .
",0,0,0,0,0,0,0,0,0,0,0,0
5231,5231,"They use FB2M , and so their result ( 35.3 % F1 - score on WebQuestions ) should be compared to our 36.2 % .
",0,0,0,0,0,0,0,0,0,0,0,0
5232,5232,"The models are slightly different in that they replace the entity string with the subject entity in the question representation and that we use the cosine similarity instead of the dot product , which gave consistent improvements .
",0,0,0,0,0,0,0,0,0,0,0,0
5233,5233,"Still , the major differences come from how we use Freebase .
",0,0,0,0,0,0,0,0,0,0,0,0
5234,5234,"First , the removal of the mediator nodes allows us to restrict ourselves to single supporting facts , while they search in paths of length 2 with a heuristic to select the paths to follow ( otherwise , inference is too costly ) , which makes our inference simpler and more efficient .
",0,0,0,0,0,0,0,0,0,0,0,0
5235,5235,"Second , using grouped facts , we integrate multiple answers during learning ( through the distant supervision ) , while they use a grouping heuristic attest time .
",0,0,0,0,0,0,0,0,0,0,0,0
5236,5236,"Grouping facts also allows us to scale much better and to train on FB5M .
",0,0,0,0,0,0,0,0,0,0,0,0
5237,5237,"On WebQuestions , not specifically designed as a simple QA dataset , 86 % of the questions can now be answered with a single supporting fact , and performance increases significantly ( from 36.2 % to 41.0 % F1-score ) .
",0,0,0,0,0,0,0,0,0,0,0,0
5238,5238,"Using the bigger FB5M as KB does not change performance on SimpleQuestions because it was based on FB2M , but the results show that our model is robust to the addition of more entities than necessary .
",0,0,0,0,0,0,0,0,0,0,0,0
5239,5239,"Transfer learning on Reverb
",0,0,0,0,0,0,0,0,0,0,0,0
5240,5240,"In this set of experiments , all Reverb facts are added to the memory , without any retraining , and we test our ability to rerank answers on the companion QA set .
",0,0,0,0,0,0,0,0,1,0,0,0
5241,5241,"Thus , ( last column ) presents the result of our model without training on Reverb against methods specifically developed on that dataset .
",0,0,0,0,0,0,0,0,0,0,0,0
5242,5242,"Our best results are 67 % accuracy ( and 68 % for the ensemble of 5 models ) , which are better than the 54 % of the original paper and close to the stateof - the - art 73 % of .
",0,0,0,0,0,0,0,0,1,0,0,0
5243,5243,"These results show that the Memory Network approach can integrate and use new entities and links .
",0,0,0,0,0,0,0,0,0,0,0,0
5244,5244,"presents the results on the three datasets when our model is trained with different data sources .
",0,0,0,0,0,0,0,0,0,0,0,0
5245,5245,"We first notice that models trained on a single QA dataset perform poorly on the other datasets ( e.g. 46.6 % accuracy on SimpleQuestions for the model trained on WebQuestions only ) , which shows that the performance on We-bQuestions does not necessarily guarantee high coverage for simple QA .
",0,0,0,0,0,0,0,0,1,0,0,0
5246,5246,"On the other hand , training on both datasets only improves performance ; in particular , the model is able to capture all question patterns of the two datasets ; there is no "" negative interaction "" .
",0,0,0,0,0,0,0,0,0,0,0,0
5247,5247,"Importance of data sources
",0,0,0,0,0,0,0,0,0,0,0,0
5248,5248,"The bottom half of
",0,0,0,0,0,0,0,0,0,0,0,0
5249,5249,"While paraphrases do not seem to help much on WebQuestions and SimpleQuestions , except when training only with synthetic questions , they have a dramatic impact on the performance on Reverb .
",0,0,0,0,0,0,0,0,0,0,0,0
5250,5250,"This is because WebQuestions and SimpleQuestions questions follow simple patterns and are well formed , while Reverb questions have more syntactic and lexical variability .
",0,0,0,0,0,0,0,0,0,0,0,0
5251,5251,"Thus , paraphrases are important to avoid overfitting on specific question patterns of the training sets .
",0,0,0,0,0,0,0,0,0,0,0,0
5252,5252,"Conclusion
",0,0,0,0,0,0,0,0,0,0,0,0
5253,5253,"This paper presents an implementation of MemNNs for the task of large - scale simple QA .
",0,0,0,0,0,0,0,0,0,0,0,0
5254,5254,"Our results demonstrate that , if properly trained , MemNNs are able to handle natural language and a very large memory ( millions of entries ) , and hence can reach state - of - the - art on the popular benchmark WebQuestions .
",0,0,0,0,0,0,0,0,0,0,0,0
5255,5255,"We want to emphasize that many of our findings , especially those regarding how to format the KB , do not only concern MemNNs but potentially any QA system .
",0,0,0,0,0,0,0,0,0,0,0,0
5256,5256,"This paper also introduced the new dataset SimpleQuestions , which , with 100 k examples , is one order of magnitude bigger than WebQuestions : we hope that it will foster interesting new research in QA , simple or not .
",0,0,0,0,0,0,0,0,0,0,0,0
5257,5257,"title
",0,0,0,0,0,0,0,0,0,0,0,0
5258,5258,"Iterative Alternating Neural Attention for Machine Reading
",0,0,0,0,0,0,0,0,0,0,0,0
5259,5259,"abstract
",0,0,0,0,0,0,0,0,0,0,0,0
5260,5260,"We propose a novel neural attention architecture to tackle machine comprehension tasks , such as answering Cloze - style queries with respect to a document .
",1,0,0,0,0,0,0,0,0,0,0,0
5261,5261,"Unlike previous models , we do not collapse the query into a single vector , instead we deploy an iterative alternating attention mechanism that allows a fine - grained exploration of both the query and the document .
",0,0,0,0,0,0,0,0,0,0,0,0
5262,5262,"Our model outperforms state - of - the - art baselines in standard machine comprehension benchmarks such as CNN news articles and the Children 's Book Test ( CBT ) dataset .
",0,0,0,0,0,0,0,0,0,0,0,0
5263,5263,"Introduction
",0,0,0,0,0,0,0,0,0,0,0,0
5264,5264,"Recently , the idea of training machine comprehension models that can read , understand , and answer questions about a text has come closer to reality principally through two factors .
",0,0,0,0,0,0,0,0,0,0,0,0
5265,5265,"The first is the advent of deep learning techniques , which allow manipulation of natural language beyond its surface forms and generalize beyond relatively small amounts of labeled data .
",0,0,0,0,0,0,0,0,0,0,0,0
5266,5266,"The second factor is the formulation of standard machine comprehension benchmarks based on Cloze - style queries , which permit fast integration loops between model conception and experimental evaluation .
",0,0,0,0,0,0,0,0,0,0,0,0
5267,5267,"Cloze - style queries are created by deleting a particular word in a natural - language statement .
",0,0,0,0,0,0,0,0,0,0,0,0
5268,5268,"The task is to guess which word was deleted .
",0,0,0,0,0,0,0,0,0,0,0,0
5269,5269,"Ina pragmatic approach , recent work formed such questions by extracting a sentence from a larger document .
",0,0,0,0,0,0,0,0,0,0,0,0
5270,5270,"In contrast to considering a stand - alone statement , the system is now required to handle a larger amount of information that may possibly influence the prediction of the missing word .
",0,0,0,0,0,0,0,0,0,0,0,0
5271,5271,"Such contextual dependencies may also be injected by removing a word from a short human - crafted summary of a larger body of text .
",0,0,0,0,0,0,0,0,0,0,0,0
5272,5272,"The abstractive nature of the summary is likely to demand a higher level of comprehension of the original text .
",0,0,0,0,0,0,0,0,0,0,0,0
5273,5273,"In both cases , the machine comprehension system is presented with an ablated query and the document to which the original query refers .
",0,0,0,0,0,0,0,0,0,0,0,0
5274,5274,"The missing word is assumed to appear in the document .
",0,0,0,0,0,0,0,0,0,0,0,0
5275,5275,"Encouraged by the recent success of deep learning attention architectures , we propose a novel neural attention - based inference model designed to perform machine reading comprehension tasks .
",0,0,1,0,0,0,0,0,0,0,0,0
5276,5276,"The model first reads the document and the query using a recurrent neural network .
",0,0,1,0,0,0,0,0,0,0,0,0
5277,5277,"Then , it deploys an iterative inference process to uncover the inferential links that exist between the missing query word , the query , and the document .
",0,0,1,0,0,0,0,0,0,0,0,0
5278,5278,"This phase involves a novel alternating attention mechanism ; it first attends to some parts of the query , then finds their corresponding matches by attending to the document .
",0,0,1,0,0,0,0,0,0,0,0,0
5279,5279,"The result of this alternating search is fed back into the iterative inference process to seed the next search step .
",0,0,1,0,0,0,0,0,0,0,0,0
5280,5280,"This permits our model to reason about different parts of the query in a sequential way , based on the information that has been gathered previously from the document .
",0,0,0,0,0,0,0,0,0,0,0,0
5281,5281,"After a fixed number of iterations , the model uses a summary of its inference process to predict the answer .
",0,0,1,0,0,0,0,0,0,0,0,0
5282,5282,"This paper makes the following contributions .
",0,0,0,0,0,0,0,0,0,0,0,0
